Date,Confirmation Code,Start Date,Nights,Listing,Gross Earnings
8/13/19,HMANCRT9JW,8/12/19,3,L,290
8/13/19,HMANCRT9JW,8/12/19,3,L,1160
8/11/19,HMAQDH3ATX,8/10/19,5,N,439
8/11/19,HMAQDH3ATX,8/10/19,5,N,1756
8/10/19,HMAAYNFWYH,8/9/19,13,G,1457.56
8/10/19,HMAAYNFWYH,8/9/19,13,G,5830.24
8/5/19,HMADMWAH4J,8/4/19,5,F,1314.3
8/5/19,HMADMWAH4J,8/4/19,5,F,370.7
8/4/19,HMAJPA9JHT,8/3/19,7,N,443.6
8/4/19,HMAJPA9JHT,8/3/19,7,N,1774.4
6/19/19,HMADTHNTRS,6/18/19,6,F,1451.58
6/19/19,HMADTHNTRS,6/18/19,6,F,409.42
6/18/19,HMAHB339JS,6/17/19,5,L,589
6/18/19,HMAHB339JS,6/17/19,5,L,2356
6/17/19,HMAKZ95TD4,6/16/19,5,H,107
6/17/19,HMAKZ95TD4,6/16/19,5,H,428
6/17/19,HMAKZ95TD4,6/16/19,5,H,25
6/17/19,HMAKZ95TD4,6/16/19,5,H,100
6/15/19,HMAEQP3YMX,6/14/19,3,F,865.8
6/15/19,HMAEQP3YMX,6/14/19,3,F,244.2
6/14/19,HMM552PTQT,6/13/19,4,Q,1240
6/14/19,HMM552PTQT,6/13/19,4,Q,310
6/14/19,HMADHQAAX4,6/13/19,3,L,410
6/14/19,HMADHQAAX4,6/13/19,3,L,1640
6/13/19,HMAH8TSM58,6/12/19,4,G,620
6/13/19,HMAH8TSM58,6/12/19,4,G,2480
6/10/19,HMAPWTW22E,6/9/19,4,L,450
6/10/19,HMAPWTW22E,6/9/19,4,L,1800
6/5/19,HMABXPE5MH,6/4/19,3,L,100
6/5/19,HMABXPE5MH,6/4/19,3,L,400
6/2/19,HMAJ2KJ8CS,6/1/19,29,P,3285.76
6/2/19,HMAJ2KJ8CS,6/1/19,29,P,821.44
6/1/19,HMAD9284HM,5/31/19,12,G,410
6/1/19,HMAD9284HM,5/31/19,12,G,1640
5/31/19,HMAA5EZA5J,5/30/19,5,L,468.8
5/31/19,HMAA5EZA5J,5/30/19,5,L,1875.2
5/25/19,HMEBXBZA2D,5/24/19,4,Q,1240
5/25/19,HMEBXBZA2D,5/24/19,4,Q,310
5/23/19,HMAQ23DB4A,5/22/19,6,L,682.6
5/23/19,HMAQ23DB4A,5/22/19,6,L,2730.4
5/20/19,HMAMP8J2MR,5/19/19,3,Q,850.4
5/20/19,HMAMP8J2MR,5/19/19,3,Q,212.6
5/18/19,HMAHABNSK5,5/17/19,3,L,181.5
5/18/19,HMAHABNSK5,5/17/19,3,L,726
5/16/19,HMADHC8ECB,5/15/19,4,Q,1067.2
5/16/19,HMADHC8ECB,5/15/19,4,Q,266.8
5/15/19,HMAPYY3H8R,5/14/19,18,P,2377.67
5/15/19,HMAPYY3H8R,5/14/19,18,P,594.41
5/14/19,HMAB3J22RX,5/13/19,4,L,309.8
5/14/19,HMAB3J22RX,5/13/19,4,L,1239.2
5/14/19,HMAB3J22RX,5/13/19,4,L,65.2
5/14/19,HMAB3J22RX,5/13/19,4,L,260.8
5/6/19,HMAE4883AT,5/5/19,5,Q,1254.4
5/6/19,HMAE4883AT,5/5/19,5,Q,313.6
5/2/19,HMABRR8Q83,4/26/19,,Q,
5/1/19,HMADKJHA84,4/30/19,5,L,468.8
5/1/19,HMADKJHA84,4/30/19,5,L,1875.2
4/28/19,HMAEPZJYXM,4/27/19,14,P,1641.99
4/28/19,HMAEPZJYXM,4/27/19,14,P,410.49
4/27/19,HMABRR8Q83,4/26/19,9,Q,1676.72
4/27/19,HMABRR8Q83,4/26/19,9,Q,419.18
4/27/19,HMABMQMDZ3,3/25/19,61,G,175.2
4/27/19,HMABMQMDZ3,3/25/19,61,G,700.8
4/21/19,HMAE5NS5SZ,4/20/19,7,L,2462.8
4/16/19,HMARZBQTKW,4/15/19,4,P,582.4
4/16/19,HMARZBQTKW,4/15/19,4,P,145.6
4/15/19,HMADJCPY88,4/14/19,7,Q,1483.6
4/15/19,HMADJCPY88,4/14/19,7,Q,370.9
4/9/19,HMAAMQXCTB,4/8/19,3,P,462.4
4/9/19,HMAAMQXCTB,4/8/19,3,P,115.6
4/4/19,HMNE48WXME,3/3/19,42,Q,1927.92
4/4/19,HMNE48WXME,3/3/19,42,Q,481.98
3/29/19,HMAKNN2NTF,3/28/19,3,J,943
3/29/19,HMAKNN2NTF,3/28/19,3,J,207
3/26/19,HMABMQMDZ3,3/25/19,61,G,2211.6
3/26/19,HMABMQMDZ3,3/25/19,61,G,8846.4
3/23/19,HM2R95RNQK,3/22/19,6,P,762.4
3/23/19,HM2R95RNQK,3/22/19,6,P,190.6
3/19/19,HMAEME2DDQ,3/18/19,3,L,382.6
3/19/19,HMAEME2DDQ,3/18/19,3,L,1530.4
3/19/19,HMAK2HBRQF,3/18/19,3,P,460
3/19/19,HMAK2HBRQF,3/18/19,3,P,115
3/16/19,HMANT2YK2K,3/15/19,3,L,242.48
3/16/19,HMANT2YK2K,3/15/19,3,L,969.96
3/16/19,HMAA9ZAWZW,3/13/19,,G,
3/14/19,HMAA9ZAWZW,3/13/19,3,G,956
3/14/19,HMAA9ZAWZW,3/13/19,3,G,3824
3/13/19,HMACTTQX2C,3/12/19,6,J,1466.98
3/13/19,HMACTTQX2C,3/12/19,6,J,322.02
3/10/19,HMBJ5T5DMN,3/9/19,9,P,899.97
3/10/19,HMBJ5T5DMN,3/9/19,9,P,224.99
3/5/19,HMBXDRAA5T,3/4/19,3,P,422.4
3/5/19,HMBXDRAA5T,3/4/19,3,P,105.6
3/5/19,HMNE48WXME,3/3/19,42,Q,5505.69
3/5/19,HMNE48WXME,3/3/19,42,Q,1376.42
3/4/19,HMJDN3MXKR,3/3/19,8,G,820
3/4/19,HMJDN3MXKR,3/3/19,8,G,3280
2/28/19,HMH5CJB25F,2/27/19,2,J,660.1
2/28/19,HMH5CJB25F,2/27/19,2,J,144.9
2/24/19,HM2SF9RC59,2/23/19,7,L,474.6
2/24/19,HM2SF9RC59,2/23/19,7,L,1898.38
2/19/19,HMSAEJNQTN,2/18/19,8,P,803.01
2/19/19,HMSAEJNQTN,2/18/19,8,P,200.75
2/18/19,HM95Y9SBD9,2/17/19,8,Q,1417.64
2/18/19,HM95Y9SBD9,2/17/19,8,Q,354.41
2/16/19,HMZRYPEZ4T,2/15/19,3,L,344
2/16/19,HMZRYPEZ4T,2/15/19,3,L,1376
2/12/19,HMHFNC25JT,2/11/19,3,L,372
2/12/19,HMHFNC25JT,2/11/19,3,L,1488
2/12/19,HMD2AKA9AJ,2/11/19,7,P,706.56
2/12/19,HMD2AKA9AJ,2/11/19,7,P,176.64
2/9/19,HMDZ2EBBSZ,2/8/19,2,L,175
2/9/19,HMDZ2EBBSZ,2/8/19,2,L,700
2/5/19,HM4S3DKA48,1/3/19,59,G,1531.93
2/5/19,HM4S3DKA48,1/3/19,59,G,6127.73
2/3/19,HMWZ8ABKMJ,2/2/19,2,L,191.8
2/3/19,HMWZ8ABKMJ,2/2/19,2,L,767.2
2/1/19,HMJD5XHPDM,1/31/19,9,P,877.63
2/1/19,HMJD5XHPDM,1/31/19,9,P,219.41
1/26/19,HMNP98J5SC,1/25/19,2,K,162
1/26/19,HMNP98J5SC,1/25/19,2,K,648
1/18/19,HMTDRTRPDJ,1/16/19,31,Q,5464
1/18/19,HMTDRTRPDJ,1/16/19,31,Q,1366
1/15/19,HM2A4XRTMS,1/14/19,1,H,10.51
1/15/19,HM2A4XRTMS,1/14/19,1,H,94.49
1/14/19,HM4K3CABHT,1/5/19,7,P,261
1/14/19,HM4K3CABHT,1/5/19,7,P,3.75
1/14/19,HMX9N5JSKT,1/13/19,18,P,732.61
1/14/19,HMX9N5JSKT,1/13/19,18,P,183.15
1/14/19,HMX9N5JSKT,1/13/19,18,P,576.15
1/14/19,HMX9N5JSKT,1/13/19,18,P,144.04
1/14/19,HMX9N5JSKT,1/13/19,18,P,394.49
1/14/19,HMX9N5JSKT,1/13/19,18,P,98.63
1/11/19,HM3ZJESJQE,1/10/19,6,Q,1226.4
1/11/19,HM3ZJESJQE,1/10/19,6,Q,306.6
1/11/19,HM4K3CABHT,1/5/19,,P,
1/10/19,HMEQ9Q9CNA,1/9/19,3,L,282
1/10/19,HMEQ9Q9CNA,1/9/19,3,L,1128
1/7/19,HM4K3CABHT,1/5/19,7,P,2744.48
1/7/19,HM4K3CABHT,1/5/19,7,P,686.12
1/5/19,HM4S3DKA48,1/3/19,59,G,1628
1/5/19,HM4S3DKA48,1/3/19,59,G,6512
1/5/19,HM4S3DKA48,1/3/19,59,G,68.07
1/5/19,HM4S3DKA48,1/3/19,59,G,272.27
1/4/19,HMFJKTYCMP,1/3/19,5,Q,1083.2
1/4/19,HMFJKTYCMP,1/3/19,5,Q,270.8
12/27/18,HMWNFDRNJ5,12/26/18,9,J,2284
12/27/18,HMWNFDRNJ5,12/26/18,9,J,571
12/27/18,HMQ35ZERK8,12/26/18,7,Q,1191
12/27/18,HMQ35ZERK8,12/26/18,7,Q,297.75
12/24/18,HMQAR922MH,12/23/18,4,L,362
12/24/18,HMQAR922MH,12/23/18,4,L,1448
12/22/18,HMFX2EENS3,12/21/18,5,Q,1024
12/22/18,HMFX2EENS3,12/21/18,5,Q,256
12/19/18,HMPFZEWXJX,12/18/18,15,G,672
12/19/18,HMPFZEWXJX,12/18/18,15,G,2688
12/19/18,HMPFZEWXJX,12/18/18,15,G,41.8
12/19/18,HMPFZEWXJX,12/18/18,15,G,167.2
12/14/18,HMBST98WSX,12/13/18,7,Q,1191
12/14/18,HMBST98WSX,12/13/18,7,Q,297.75
12/12/18,HM2XZAPBBB,12/11/18,2,L,173.4
12/12/18,HM2XZAPBBB,12/11/18,2,L,693.6
12/9/18,HMT9MS4FX8,12/8/18,2,L,185.6
12/9/18,HMT9MS4FX8,12/8/18,2,L,742.4
12/8/18,HM3PMN9X9P,12/7/18,7,P,712.19
12/8/18,HM3PMN9X9P,12/7/18,7,P,178.05
12/6/18,HMW2QHNW5R,12/5/18,7,Q,1191
12/6/18,HMW2QHNW5R,12/5/18,7,Q,297.75
12/4/18,HMAXPM54EC,12/3/18,4,E,548.8
12/4/18,HMAXPM54EC,12/3/18,4,E,137.2
11/28/18,HMM4Y8NHS9,11/27/18,3,H,25.51
11/28/18,HMM4Y8NHS9,11/27/18,3,H,229.49
11/22/18,HMRXRRKC5W,11/21/18,5,L,542
11/22/18,HMWPXC4SC3,11/21/18,3,M,867.2
11/22/18,HMWPXC4SC3,11/21/18,3,M,216.8
11/21/18,HMRFXKAMNT,11/20/18,5,Q,1099.2
11/21/18,HMRFXKAMNT,11/20/18,5,Q,274.8
11/14/18,HMJ5M3DF5K,11/13/18,3,L,144
11/14/18,HMJ5M3DF5K,11/13/18,3,L,576
11/13/18,HMZ33KYB3E,11/12/18,3,E,447.2
11/13/18,HMZ33KYB3E,11/12/18,3,E,111.8
11/10/18,HMYCPNP5ET,11/9/18,6,Q,1327.2
11/10/18,HMYCPNP5ET,11/9/18,6,Q,331.8
11/9/18,HMEST5WSET,11/7/18,3,L,250
11/8/18,HMEST5WSET,11/7/18,3,L,293.6
11/8/18,HMEST5WSET,11/7/18,3,L,1174.4
11/7/18,HM5A5W92JE,11/6/18,1,L,30
11/7/18,HM5A5W92JE,11/6/18,1,L,120
11/5/18,HMB43Z9K3C,11/4/18,12,M,2278.45
11/5/18,HMB43Z9K3C,11/4/18,12,M,569.61
11/4/18,HMZNMPFH3Q,11/3/18,6,Q,1247.2
11/4/18,HMZNMPFH3Q,11/3/18,6,Q,311.8
10/30/18,HMRA845JA4,10/29/18,5,L,841.8
10/30/18,HMRA845JA4,10/29/18,5,L,3367.2
10/26/18,HMZAKTFF3H,10/25/18,,L,
10/26/18,HM3Q8X8F3P,10/25/18,3,M,1333.6
10/26/18,HM3Q8X8F3P,10/25/18,3,M,333.4
10/26/18,HMAHKWKT8H,10/25/18,4,L,240
10/26/18,HMAHKWKT8H,10/25/18,4,L,960
10/26/18,HMZAKTFF3H,10/25/18,3,L,249.19
10/26/18,HMZAKTFF3H,10/25/18,3,L,996.8
10/25/18,HMKEM3KQSW,10/24/18,4,Q,1072
10/25/18,HMKEM3KQSW,10/24/18,4,Q,268
10/22/18,HM594BDMAR,10/21/18,7,E,802.75
10/22/18,HM594BDMAR,10/21/18,7,E,200.69
10/21/18,HMZ5AKR2NX,10/20/18,3,M,1151.2
10/21/18,HMZ5AKR2NX,10/20/18,3,M,287.8
10/20/18,HMX3DKYQA5,10/19/18,4,Q,664
10/20/18,HMX3DKYQA5,10/19/18,4,Q,166
10/18/18,HMKJXDRKEW,10/17/18,4,E,584
10/18/18,HMKJXDRKEW,10/17/18,4,E,146
10/18/18,HMAK8TXC2Q,10/17/18,1,L,170
10/18/18,HMAK8TXC2Q,10/17/18,1,L,680
10/16/18,HMYDKJJ8NQ,10/15/18,3,M,1157.6
10/16/18,HMYDKJJ8NQ,10/15/18,3,M,289.4
10/15/18,HM8ZF9B883,10/14/18,5,Q,1064.8
10/15/18,HM8ZF9B883,10/14/18,5,Q,266.2
10/9/18,HMHJX83EXA,10/8/18,3,M,1079.2
10/9/18,HMHJX83EXA,10/8/18,3,M,269.8
10/7/18,HMD2ZYSPS9,10/6/18,7,E,676.8
10/7/18,HMD2ZYSPS9,10/6/18,7,E,169.2
10/4/18,HMSREJ8T58,10/3/18,7,Q,1489.6
10/4/18,HMSREJ8T58,10/3/18,7,Q,372.4
10/3/18,HM3JAME3NQ,10/2/18,4,E,492
10/3/18,HM3JAME3NQ,10/2/18,4,E,123
9/27/18,HM3YFZZ2SR,9/26/18,4,Q,1061.6
9/27/18,HM3YFZZ2SR,9/26/18,4,Q,265.4
9/27/18,HMTYSM5TXF,9/26/18,4,E,472
9/27/18,HMTYSM5TXF,9/26/18,4,E,118
9/25/18,HMNC2CQ5E4,9/24/18,2,E,280
9/25/18,HMNC2CQ5E4,9/24/18,2,E,70
9/24/18,HM98JJCQ3T,9/23/18,13,M,3588
9/24/18,HM98JJCQ3T,9/23/18,13,M,897
9/24/18,HM98JJCQ3T,9/23/18,13,M,192
9/24/18,HM98JJCQ3T,9/23/18,13,M,48
9/21/18,HMCSWFNNJ2,9/20/18,2,E,350
9/20/18,HMAHCWWYJY,9/19/18,4,M,1520
9/20/18,HMAHCWWYJY,9/19/18,4,M,380
9/18/18,HMBDF48B33,9/17/18,7,Q,1489.6
9/18/18,HMBDF48B33,9/17/18,7,Q,372.4
9/15/18,HMY9QNZKP3,9/14/18,4,M,1123.2
9/15/18,HMY9QNZKP3,9/14/18,4,M,280.8
9/12/18,HM4PEAN9HF,9/11/18,4,Q,1054.4
9/12/18,HM4PEAN9HF,9/11/18,4,Q,263.6
9/12/18,HMW8BAA89H,9/11/18,3,H,27
9/12/18,HMW8BAA89H,9/11/18,3,H,243
9/11/18,HMZX988JJX,9/10/18,3,M,700
9/11/18,HMZX988JJX,9/10/18,3,M,175
9/11/18,HMP8NPMQSM,9/10/18,10,E,1329
9/5/18,HME3XJJXZY,9/4/18,7,Q,1396.45
9/5/18,HME3XJJXZY,9/4/18,7,Q,349.11
9/3/18,HMZXFBDMYT,9/2/18,30,L,1400
9/3/18,HMZXFBDMYT,9/2/18,30,L,5600
9/1/18,HMB5J35QXH,8/31/18,2,L,265.6
9/1/18,HMB5J35QXH,8/31/18,2,L,1062.4
8/28/18,HMC4HETXMA,8/27/18,13,M,3530.4
8/28/18,HMC4HETXMA,8/27/18,13,M,882.6
8/27/18,HMAWBP2RX9,8/26/18,7,Q,1399.08
8/27/18,HMAWBP2RX9,8/26/18,7,Q,349.76
8/25/18,HM3FDWE5YN,8/24/18,1,E,15
8/24/18,HMNFW4CTNA,8/23/18,3,L,379.8
8/24/18,HMNFW4CTNA,8/23/18,3,L,1519.2
8/18/18,HMEABB8T5K,8/17/18,5,L,592.2
8/18/18,HMEABB8T5K,8/17/18,5,L,2368.8
8/13/18,HM5F9RNA4J,8/12/18,28,P,2872
8/13/18,HM5F9RNA4J,8/12/18,28,P,718
8/13/18,HMHENPRPTS,8/12/18,3,L,461.4
8/13/18,HMHENPRPTS,8/12/18,3,L,1845.6
8/7/18,HMQKZZTE45,8/6/18,19,M,6980
8/7/18,HMQKZZTE45,8/6/18,19,M,1745
8/5/18,HM8JHXBF22,8/4/18,7,L,1034.97
8/5/18,HM8JHXBF22,8/4/18,7,L,4139.87
8/3/18,HMZP5MKE4S,8/2/18,11,F,2103.6
8/3/18,HMZP5MKE4S,8/2/18,11,F,593.32
8/3/18,HMPC3SRE4N,8/2/18,2,L,268
8/3/18,HMPC3SRE4N,8/2/18,2,L,1072
7/30/18,HM2QWCKEBW,7/29/18,13,P,1910.4
7/30/18,HM2QWCKEBW,7/29/18,13,P,477.6
7/30/18,HM2QWCKEBW,7/29/18,,P,
7/30/18,HMCWN2TEKD,7/29/18,,M,
7/30/18,HMCWN2TEKD,7/29/18,7,M,2480
7/30/18,HMCWN2TEKD,7/29/18,7,M,620
7/23/18,HMNQDX4EH8,7/22/18,8,F,1783.08
7/23/18,HMNQDX4EH8,7/22/18,8,F,502.92
7/23/18,HMNQDX4EH8,7/22/18,,F,
7/23/18,HM8S8Y5ANA,7/22/18,,P,
7/23/18,HM8S8Y5ANA,7/22/18,7,P,1180.8
7/23/18,HM8S8Y5ANA,7/22/18,7,P,295.2
7/22/18,HME8EMP4B3,7/21/18,10,L,1569.8
7/22/18,HME8EMP4B3,7/21/18,10,L,6279.2
7/22/18,HME8EMP4B3,7/21/18,,L,
7/17/18,HMABJ8EP8T,7/16/18,3,L,402
7/17/18,HMABJ8EP8T,7/16/18,3,L,1608
7/17/18,HMABJ8EP8T,7/16/18,,L,
7/15/18,HMYMSRYCM5,7/14/18,14,M,6354.46
7/15/18,HMYMSRYCM5,7/14/18,14,M,1588.62
7/15/18,HMYMSRYCM5,7/14/18,,M,
7/11/18,HMJSKJX2FR,7/10/18,,L,
7/11/18,HMJSKJX2FR,7/10/18,5,L,642
7/11/18,HMJSKJX2FR,7/10/18,5,L,2568
7/8/18,HMWKTHZFTK,7/7/18,14,F,2999.88
7/8/18,HMWKTHZFTK,7/7/18,14,F,846.12
7/8/18,HMWKTHZFTK,7/7/18,,F,
7/7/18,HM84PCBQZ4,7/6/18,15,Q,3064
7/7/18,HM84PCBQZ4,7/6/18,15,Q,766
7/7/18,HM84PCBQZ4,7/6/18,,Q,
7/7/18,HMZKNYT5H9,7/6/18,16,P,2192
7/7/18,HMZKNYT5H9,7/6/18,16,P,548
7/7/18,HMZKNYT5H9,7/6/18,,P,
7/7/18,HMZKNYT5H9,7/6/18,16,P,140.8
7/7/18,HMZKNYT5H9,7/6/18,16,P,35.2
7/1/18,HMM5MFBCXH,6/30/18,13,M,4051.08
7/1/18,HMM5MFBCXH,6/30/18,13,M,1012.77
7/1/18,HMM5MFBCXH,6/30/18,,M,
6/26/18,HMK4TPHFD4,6/25/18,8,F,2032.68
6/26/18,HMK4TPHFD4,6/25/18,8,F,573.32
6/26/18,HMK4TPHFD4,6/25/18,,F,
6/25/18,HMXDMC4BBP,6/24/18,8,Q,1686.4
6/25/18,HMXDMC4BBP,6/24/18,8,Q,421.6
6/25/18,HMXDMC4BBP,6/24/18,,Q,
6/25/18,HM9XQJZTWR,6/24/18,4,M,1740
6/25/18,HM9XQJZTWR,6/24/18,4,M,435
6/25/18,HM9XQJZTWR,6/24/18,,M,
6/24/18,HME9ANFQKJ,6/23/18,14,L,1400
6/24/18,HME9ANFQKJ,6/23/18,14,L,5600
6/24/18,HME9ANFQKJ,6/23/18,,L,
6/22/18,HMNQ3XXWBJ,6/21/18,3,Q,719.2
6/22/18,HMNQ3XXWBJ,6/21/18,3,Q,179.8
6/22/18,HMNQ3XXWBJ,6/21/18,,Q,
6/17/18,HMJDM82DTF,6/16/18,4,Q,1072
6/17/18,HMJDM82DTF,6/16/18,4,Q,268
6/17/18,HMJDM82DTF,6/16/18,,Q,
6/15/18,HM32WTT4XY,6/14/18,3,L,524
6/15/18,HM32WTT4XY,6/14/18,3,L,2096
6/15/18,HM32WTT4XY,6/14/18,,L,
6/15/18,HM22Z93QFK,6/14/18,4,J,1720
6/15/18,HM22Z93QFK,6/14/18,4,J,430
6/15/18,HM22Z93QFK,6/14/18,,J,
6/14/18,HMWRHFPDDW,6/13/18,6,M,2501.6
6/14/18,HMWRHFPDDW,6/13/18,6,M,625.4
6/14/18,HMWRHFPDDW,6/13/18,,M,
6/9/18,HMSZTQRSYS,6/8/18,2,L,322
6/9/18,HMSZTQRSYS,6/8/18,2,L,1288
6/9/18,HMSZTQRSYS,6/8/18,,L,
6/8/18,HMTRJKC854,6/7/18,4,Q,1072
6/8/18,HMTRJKC854,6/7/18,4,Q,268
6/8/18,HMTRJKC854,6/7/18,,Q,
6/8/18,HMFKBKAJNP,6/7/18,2,J,840
6/8/18,HMFKBKAJNP,6/7/18,2,J,210
6/8/18,HMFKBKAJNP,6/7/18,,J,
6/5/18,HMQKBP5A34,6/4/18,2,M,720
6/5/18,HMQKBP5A34,6/4/18,2,M,180
6/5/18,HMQKBP5A34,6/4/18,,M,
6/1/18,HMC4PTQ2N4,5/31/18,8,L,1206.6
6/1/18,HMC4PTQ2N4,5/31/18,8,L,4826.4
6/1/18,HMC4PTQ2N4,5/31/18,,L,
5/27/18,HMQQZH82H3,5/26/18,2,M,915.2
5/27/18,HMQQZH82H3,5/26/18,2,M,228.8
5/27/18,HMQQZH82H3,5/26/18,,M,
5/26/18,HM4Y34E595,5/25/18,3,L,430.8
5/26/18,HM4Y34E595,5/25/18,3,L,1723.2
5/26/18,HM4Y34E595,5/25/18,,L,
5/25/18,HM22TQJ4MB,5/24/18,3,J,900
5/25/18,HM22TQJ4MB,5/24/18,3,J,225
5/25/18,HM22TQJ4MB,5/24/18,,J,
5/20/18,HMHJEWFE3S,5/19/18,9,Q,1719.2
5/20/18,HMHJEWFE3S,5/19/18,9,Q,429.8
5/20/18,HMHJEWFE3S,5/19/18,,Q,
5/19/18,HMDE2PCC9R,5/18/18,2,M,973.6
5/19/18,HMDE2PCC9R,5/18/18,2,M,243.4
5/19/18,HMDE2PCC9R,5/18/18,,M,
5/17/18,HM899BC8TZ,5/16/18,4,L,400
5/17/18,HM899BC8TZ,5/16/18,4,L,1600
5/17/18,HM899BC8TZ,5/16/18,,L,
5/17/18,HMQMFAJJDM,5/16/18,2,M,620
5/17/18,HMQMFAJJDM,5/16/18,2,M,155
5/17/18,HMQMFAJJDM,5/16/18,,M,
5/15/18,HMDFCBCWMH,5/14/18,5,J,1477.6
5/15/18,HMDFCBCWMH,5/14/18,5,J,369.4
5/15/18,HMDFCBCWMH,5/14/18,,J,
5/15/18,HMED2FYAAJ,5/14/18,5,Q,1197.6
5/15/18,HMED2FYAAJ,5/14/18,5,Q,299.4
5/15/18,HMED2FYAAJ,5/14/18,,Q,
5/15/18,HMMSFNNREK,5/14/18,2,M,620
5/15/18,HMMSFNNREK,5/14/18,2,M,155
5/15/18,HMMSFNNREK,5/14/18,,M,
5/15/18,HMDFCBCWMH,5/14/18,5,J,288.8
5/15/18,HMDFCBCWMH,5/14/18,5,J,72.2
5/12/18,HMHZNMXB4M,5/11/18,4,L,447.4
5/12/18,HMHZNMXB4M,5/11/18,4,L,1789.6
5/12/18,HMHZNMXB4M,5/11/18,,L,
5/9/18,HMXKTKS5Y9,5/8/18,4,Q,965.6
5/9/18,HMXKTKS5Y9,5/8/18,4,Q,241.4
5/9/18,HMXKTKS5Y9,5/8/18,,Q,
5/8/18,HMME9D9WY2,5/7/18,4,L,504.82
5/8/18,HMME9D9WY2,5/7/18,4,L,2019.3
5/8/18,HMME9D9WY2,5/7/18,,L,
5/8/18,HMN55F29H9,5/7/18,7,M,2150.24
5/8/18,HMN55F29H9,5/7/18,7,M,537.56
5/8/18,HMN55F29H9,5/7/18,,M,
5/8/18,HMZD4AFZTX,5/7/18,3,J,1102.4
5/8/18,HMZD4AFZTX,5/7/18,3,J,275.6
5/8/18,HMZD4AFZTX,5/7/18,,J,
5/1/18,HMMJF58CP8,4/30/18,7,Q,1294.77
5/1/18,HMMJF58CP8,4/30/18,7,Q,323.69
5/1/18,HMMJF58CP8,4/30/18,,Q,
5/1/18,HMWC8ADK4N,4/30/18,7,L,210
5/1/18,HMWC8ADK4N,4/30/18,7,L,840
5/1/18,HMWC8ADK4N,4/30/18,,L,
4/29/18,HMCFYRCDQF,4/28/18,7,J,1879.04
4/29/18,HMCFYRCDQF,4/28/18,7,J,469.76
4/29/18,HMCFYRCDQF,4/28/18,,J,
4/27/18,HMYTWB2Z9B,2/26/18,63,P,334.54
4/27/18,HMYTWB2Z9B,2/26/18,63,P,83.63
4/27/18,HMPTHX9W9N,4/26/18,9,M,3338.68
4/27/18,HMPTHX9W9N,4/26/18,,M,
4/24/18,HME58CE8CH,4/23/18,6,Q,1383.2
4/24/18,HME58CE8CH,4/23/18,6,Q,345.8
4/24/18,HME58CE8CH,4/23/18,,Q,
4/20/18,HMWBQC8BM5,4/19/18,4,L,473.6
4/20/18,HMWBQC8BM5,4/19/18,4,L,1894.4
4/20/18,HMWBQC8BM5,4/19/18,,L,
4/19/18,HMBJDDC3NZ,4/18/18,4,Q,908.8
4/19/18,HMBJDDC3NZ,4/18/18,4,Q,227.2
4/19/18,HMBJDDC3NZ,4/18/18,,Q,
4/16/18,HM3W54C99P,4/15/18,7,O,1379.52
4/16/18,HM3W54C99P,4/15/18,7,O,459.83
4/16/18,HM3W54C99P,4/15/18,,O,
4/14/18,HM5NMYPPSD,4/13/18,5,Q,1040
4/14/18,HM5NMYPPSD,4/13/18,5,Q,260
4/14/18,HM5NMYPPSD,4/13/18,,Q,
4/13/18,HMEBA32Q32,4/12/18,3,O,816.75
4/13/18,HMEBA32Q32,4/12/18,3,O,272.25
4/13/18,HMEBA32Q32,4/12/18,,O,
4/13/18,HMCZCP5JEW,4/12/18,5,L,588.4
4/13/18,HMCZCP5JEW,4/12/18,5,L,2353.6
4/13/18,HMCZCP5JEW,4/12/18,,L,
4/11/18,HMYZQ9QYMM,4/10/18,7,M,2592.76
4/11/18,HMYZQ9QYMM,4/10/18,,M,
4/9/18,HMQQMDBS42,4/8/18,4,O,968.25
4/9/18,HMQQMDBS42,4/8/18,4,O,322.75
4/9/18,HMQQMDBS42,4/8/18,,O,
4/1/18,HM8TEK2NW8,3/31/18,7,Q,1422.69
4/1/18,HM8TEK2NW8,3/31/18,7,Q,355.67
4/1/18,HM8TEK2NW8,3/31/18,,Q,
3/29/18,HMDPFQWTPE,3/28/18,9,O,1964.74
3/29/18,HMDPFQWTPE,3/28/18,9,O,654.91
3/29/18,HMDPFQWTPE,3/28/18,,O,
